index,id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
274,433996,2157243,Sean,78704,30.26083,-97.77521,Entire home/apt,79,2,174,4/30/2019,2.06,3,261
275,435211,1644218,Cecily,78701,30.27132,-97.74777,Private room,82,2,141,4/21/2019,1.65,2,147
276,438411,2177425,Aga & B,78702,30.26699,-97.71362,Entire home/apt,200,3,11,4/15/2019,0.13,1,170
277,442720,2200336,Gretchen,78746,30.2994,-97.79666,Entire home/apt,250,3,67,3/31/2019,0.79,1,212
278,442757,2200456,Tressa,78741,30.23229,-97.69188,Entire home/apt,135,3,10,11/30/2018,0.12,8,226
279,445931,2214820,Alexander,78705,30.2864,-97.75225,Entire home/apt,129,30,16,5/8/2019,0.19,2,276
280,449710,1849637,Dawn,78758,30.36599,-97.69784,Entire home/apt,165,7,1,1/1/2013,0.01,1,88
281,455978,2207164,Matthew,78702,30.25374,-97.73553,Entire home/apt,400,2,3,10/10/2016,0.09,1,133
282,461404,1021729,Nita,78756,30.32225,-97.7296,Entire home/apt,102,2,57,5/4/2019,0.72,1,315
284,479197,1918269,Amanda,78704,30.25774,-97.75158,Private room,35,30,20,4/28/2019,0.24,3,71
285,485360,2402591,Jane,78702,30.2698,-97.72854,Entire home/apt,135,2,57,4/28/2019,0.89,1,152
286,490139,2374829,John,78741,30.22443,-97.69072,Private room,60,1,3,6/15/2015,0.05,5,365
287,501861,2476440,Michelle,78704,30.25372,-97.74556,Entire home/apt,200,2,15,4/23/2019,0.49,2,326
288,508203,661078,Gregg,78741,30.22479,-97.7246,Entire home/apt,175,3,183,4/30/2019,2.25,1,27
289,509270,2200456,Tressa,78741,30.23349,-97.69347,Entire home/apt,125,30,8,6/30/2018,0.1,8,255
290,509833,2511927,Amanda,78703,30.27428,-97.75716,Entire home/apt,224,2,49,10/8/2018,0.59,1,319
291,510168,793021,"Steve ""Stevie D""",78733,30.34467,-97.86235,Entire home/apt,225,2,40,5/4/2019,0.7,1,356
293,517430,2546775,Rice,78705,30.29884,-97.73391,Entire home/apt,130,2,45,5/8/2019,0.66,1,230
294,521689,2565803,Christine,78745,30.20097,-97.81404,Entire home/apt,225,2,16,3/11/2019,0.29,1,0
295,522136,2567934,Alexis,78701,30.28004,-97.74563,Entire home/apt,115,2,362,5/7/2019,4.3,1,76
296,524150,1711142,Katrina,78702,30.26665,-97.71815,Private room,60,2,1,3/18/2015,0.02,1,0
297,525231,2507231,Kris,78757,30.33962,-97.73593,Entire home/apt,135,2,42,3/26/2019,0.52,1,301
298,528338,2595932,Amber,78704,30.26164,-97.76158,Entire home/apt,99,3,409,5/6/2019,4.86,2,123
299,533538,2198912,Greg,78750,30.37336,-97.79575,Entire home/apt,399,2,13,4/15/2019,0.17,1,322
300,539839,2484820,Sheila,78741,30.22142,-97.73484,Entire home/apt,77,1,122,5/7/2019,1.58,1,14
301,540377,989596,John,78704,30.24945,-97.74613,Entire home/apt,255,3,6,3/18/2018,0.08,2,0
302,541267,2660928,Brandon And G'Nell,78724,30.29067,-97.64235,Entire home/apt,300,2,5,11/10/2015,0.06,1,0
303,542124,2457470,Sharon,78702,30.27665,-97.71857,Private room,100,2,20,3/28/2019,0.27,2,365
304,557773,1702279,Aaron And Amelia,78751,30.32029,-97.71997,Entire home/apt,117,2,38,5/5/2019,0.68,1,78
305,560094,4335991,Karen,78704,30.24921,-97.78566,Entire home/apt,325,2,26,5/12/2019,0.32,4,351
306,563735,2771838,Pamela,78704,30.25132,-97.79406,Private room,55,30,1,10/7/2013,0.01,1,365
307,568456,16872,Melissa,78704,30.24348,-97.74093,Private room,95,2,9,6/7/2017,0.12,2,37
308,577499,2839795,Margo,78704,30.25783,-97.76449,Entire home/apt,95,2,308,5/12/2019,3.81,1,331
309,585041,1710302,Lindsay,78704,30.23692,-97.74599,Entire home/apt,500,1,97,3/31/2019,1.19,17,0
310,586609,2773345,Mary,78704,30.25656,-97.78681,Entire home/apt,499,30,1,3/12/2014,0.02,1,0
311,587572,7976770,Andrew,78704,30.2466,-97.76628,Entire home/apt,95,2,138,4/17/2019,1.7,1,173
312,592924,2920913,Beth,78737,30.13052,-97.96958,Private room,119,2,18,2/16/2018,0.23,1,364
313,592958,2927288,Tracy,78704,30.24321,-97.75469,Entire home/apt,415,2,33,4/14/2019,0.44,2,262
314,593102,2852664,Lori,78756,30.31544,-97.74511,Entire home/apt,500,2,2,3/12/2013,0.03,1,365
315,600543,2930753,Karyn,78702,30.25186,-97.72172,Entire home/apt,375,3,11,3/14/2018,0.15,1,298
316,602877,1280071,Alexis,78757,30.35994,-97.73144,Entire home/apt,75,30,4,6/18/2018,0.05,1,257
317,603084,1282837,Joseph,78745,30.20283,-97.79705,Entire home/apt,200,30,79,1/12/2019,1,2,268
318,606351,3003303,Elisa,78704,30.25158,-97.75393,Entire home/apt,196,3,125,3/21/2019,1.66,1,210
319,607536,2546033,Adam,78723,30.30267,-97.67915,Private room,70,1,99,3/26/2019,1.22,1,255
320,609427,10615,Simon,78704,30.2452,-97.76084,Entire home/apt,90,30,44,3/15/2019,0.54,2,94
321,609618,2989106,Janet,78722,30.30086,-97.7152,Private room,70,2,26,5/5/2019,0.32,1,225
322,620532,806961,James,78722,30.29077,-97.71777,Entire home/apt,55,30,10,12/18/2018,0.13,2,133
323,622030,745845,Lori,78702,30.27351,-97.7036,Entire home/apt,199,4,27,3/14/2018,0.43,1,361
324,622062,437941,Amy,78703,30.27634,-97.75923,Entire home/apt,85,2,88,4/29/2019,1.07,1,226
325,622495,12409,Flip,78705,30.28727,-97.75225,Entire home/apt,65,30,23,3/31/2019,0.29,2,234
326,623679,3093222,Sarah,78702,30.25787,-97.72699,Entire home/apt,150,2,20,4/14/2019,1.4,1,346
327,628034,2436512,Crystal,78702,30.27215,-97.71917,Entire home/apt,140,1,397,4/1/2019,4.87,8,340
328,631071,3104238,Sarah,78704,30.25388,-97.77322,Entire home/apt,800,4,4,3/15/2016,0.05,1,365
329,632659,3147504,Michelle,78722,30.28206,-97.71795,Entire home/apt,135,2,224,5/10/2019,2.84,1,110
330,633127,3150671,Chad,78703,30.28879,-97.76886,Private room,99,2,9,4/16/2017,0.11,2,0
331,634224,3158297,Tanner,78731,30.36007,-97.76109,Entire home/apt,1800,2,9,3/15/2019,0.14,1,358
332,644051,3222157,Tracey,78704,30.24972,-97.73887,Entire home/apt,600,2,15,4/28/2019,0.19,1,339
333,644773,10615,Simon,78733,30.34245,-97.86974,Entire home/apt,75,31,63,4/30/2019,0.78,2,120
334,644895,3228347,Brandon,78746,30.31027,-97.80007,Entire home/apt,288,3,67,4/22/2019,0.98,1,341
335,646358,3239177,Teresa (Tessa),78704,30.24282,-97.76199,Entire home/apt,235,2,44,3/14/2019,0.59,1,308
336,646392,2076136,Kathleen,78704,30.24453,-97.73892,Entire home/apt,98,1,584,5/12/2019,7.21,3,317
337,649833,3262147,Perry,78701,30.27664,-97.7498,Entire home/apt,899,3,1,3/13/2013,0.01,1,365
338,651705,2200456,Tressa,78701,30.27372,-97.74678,Entire home/apt,250,3,2,10/28/2014,0.04,8,102
339,656290,2200456,Tressa,78701,30.27308,-97.74698,Entire home/apt,200,2,5,5/3/2015,0.06,8,13
341,659787,2831971,Fred And Kellner,78702,30.25739,-97.72915,Entire home/apt,195,3,68,4/28/2019,0.89,1,251
342,660425,3333277,Gisela,78704,30.25118,-97.77234,Entire home/apt,132,2,121,4/14/2019,1.51,1,170
343,662226,543367,Mary,78757,30.33514,-97.72913,Entire home/apt,80,30,17,4/30/2019,0.22,2,186
344,662245,3343870,Brandon,78703,30.26866,-97.75176,Entire home/apt,450,5,2,3/13/2014,0.03,1,0
345,664013,265070,Lata,78733,30.34929,-97.85596,Private room,58,2,146,5/11/2019,1.9,2,336
346,666423,2350380,Nessa,78704,30.24957,-97.77782,Entire home/apt,525,1,13,4/15/2019,0.21,3,365
347,666768,2350380,Nessa,78704,30.24924,-97.77802,Private room,70,1,7,11/10/2015,0.12,3,0
348,667769,3378401,Geoff,78704,30.24198,-97.77677,Entire home/apt,650,3,21,10/8/2018,0.26,1,218
349,668208,3380639,Marjorie,78704,30.25678,-97.78016,Entire home/apt,800,3,60,4/28/2019,0.8,1,333
350,668239,3382193,Ayn & Sebastian,78704,30.24513,-97.76814,Entire home/apt,247,2,111,5/5/2019,1.47,1,313
351,668301,2885190,John & Carol,78704,30.24649,-97.75696,Entire home/apt,249,2,125,5/4/2019,1.56,1,225
352,668873,1710302,Lindsay,78704,30.23707,-97.74394,Entire home/apt,120,2,78,3/18/2019,0.96,17,317
353,669469,3389824,Raquel + Jacob,78701,30.27084,-97.74143,Entire home/apt,159,1,319,5/8/2019,3.93,3,161
354,669923,1710302,Lindsay,78704,30.23904,-97.74569,Entire home/apt,700,1,81,4/7/2019,1.02,17,278
355,673379,2174080,Jose,78745,30.22437,-97.81647,Entire home/apt,1398,3,52,5/6/2019,0.65,1,340
356,675759,3432323,Julia,78701,30.28074,-97.74381,Entire home/apt,119,2,239,4/27/2019,2.97,2,304
357,676107,3434065,Leia & Keri,78748,30.1539,-97.80285,Private room,65,1,221,4/28/2019,3.26,2,352
358,676554,3334089,Rey,78704,30.24009,-97.74143,Private room,100,2,54,4/29/2019,0.86,1,349
359,676959,3434065,Leia & Keri,78748,30.15415,-97.80317,Private room,49,1,384,4/25/2019,5.46,2,355
360,679736,1831503,Ryan,78702,30.27987,-97.7117,Entire home/apt,800,2,2,3/18/2013,0.03,1,365
361,681118,3468228,Jules & Lance,78702,30.24985,-97.72164,Entire home/apt,1200,3,9,3/11/2019,0.12,2,358
363,685361,3495665,Laura,78703,30.28005,-97.75493,Entire home/apt,1000,2,26,10/22/2018,0.35,1,359
364,685447,1568741,Jim O',78745,30.21002,-97.77059,Entire home/apt,14,2,17,3/26/2019,0.21,12,364
365,685448,1568741,Jim O',78745,30.21077,-97.77134,Entire home/apt,14,2,43,4/29/2019,0.57,12,364
366,685451,1568741,Jim O',78745,30.2084,-97.76878,Entire home/apt,14,2,13,3/16/2019,0.17,12,364
367,686463,307725,Sera,78704,30.25463,-97.77267,Entire home/apt,700,1,13,4/27/2019,0.16,1,0
369,687675,3509782,Meaghan,78731,30.35037,-97.75921,Entire home/apt,275,2,63,1/21/2019,0.84,1,171
370,690984,3531593,Steve,78701,30.26587,-97.73992,Entire home/apt,295,2,311,4/28/2019,3.88,3,133
371,692058,3537117,Buffy,78722,30.2829,-97.71104,Entire home/apt,189,1,16,4/26/2015,0.24,1,0
372,692220,3539325,Garret,78704,30.23628,-97.75248,Entire home/apt,114,30,59,1/27/2019,0.73,3,255
374,698082,3577561,Ellen,78704,30.23784,-97.74409,Entire home/apt,300,2,175,4/29/2019,2.22,2,253
375,699018,3584580,Katherine,78731,30.31044,-97.75424,Entire home/apt,144,3,33,4/29/2019,0.42,3,25
377,700855,2214820,Alexander,78703,30.27928,-97.76076,Entire home/apt,255,150,5,3/19/2017,0.07,2,318
378,701032,3596874,Gabriel,78704,30.24045,-97.74146,Entire home/apt,109,1,3,10/16/2015,0.04,1,0
379,701159,2697403,Sabrina,78703,30.28116,-97.76067,Entire home/apt,225,2,9,4/6/2018,0.11,1,0
381,701392,2207307,Elizabeth & Mike,78705,30.30051,-97.74043,Entire home/apt,228,2,122,4/14/2019,1.62,1,68
382,701948,33001,Luke,78741,30.22995,-97.70847,Entire home/apt,1633,2,7,10/21/2018,0.13,1,365
383,702294,1376031,Whitney,78704,30.24811,-97.73927,Entire home/apt,205,3,27,4/28/2019,0.43,1,343
385,702785,3608082,Colette,78722,30.30304,-97.71412,Private room,150,1,2,2/16/2016,0.03,1,363
386,702825,3608356,Larry,78704,30.23601,-97.76213,Entire home/apt,235,3,153,5/13/2019,1.99,1,296
388,704372,3614096,Leah,78703,30.29352,-97.77608,Entire home/apt,1200,3,9,9/5/2016,0.12,1,362
389,704589,3619116,Amy,78741,30.24439,-97.72929,Entire home/apt,125,2,17,4/14/2019,0.21,1,177
390,704738,2548002,Trent,78704,30.2567,-97.76774,Entire home/apt,599,2,14,3/4/2019,0.19,1,21
391,705858,3626574,Bill,78704,30.24646,-97.74738,Entire home/apt,144,1,467,5/6/2019,5.89,3,307
393,710276,1208231,Nadia,78704,30.24186,-97.77858,Entire home/apt,233,5,5,3/7/2016,0.08,1,0
397,714922,3295530,Susan,78704,30.24152,-97.76465,Entire home/apt,189,3,77,4/7/2019,0.97,1,126
398,715471,3685900,Brian,78701,30.26435,-97.74016,Entire home/apt,515,2,92,4/12/2019,2.45,1,176
399,716119,3600437,Jake,78754,30.33496,-97.65115,Entire home/apt,139,1,202,5/5/2019,2.53,1,149
400,716894,1024679,Bridget,78704,30.25685,-97.76662,Entire home/apt,1300,2,10,6/17/2018,0.13,1,364
401,717042,3696936,Mike,78731,30.32156,-97.7517,Entire home/apt,75,2,75,8/12/2018,0.94,1,0
402,718929,3708687,Steven,78703,30.27697,-97.76248,Entire home/apt,135,2,105,4/28/2019,1.31,1,274
403,720315,393905,David,78741,30.24629,-97.72886,Entire home/apt,140,2,44,3/16/2019,0.6,2,196
404,720369,3718168,Caren,78723,30.29444,-97.70331,Entire home/apt,215,2,62,3/24/2019,0.83,1,182
405,723029,3734315,Brent,78702,30.26133,-97.7179,Entire home/apt,449,5,6,3/11/2019,0.11,2,358
406,723826,1752483,Sara,78702,30.2616,-97.70556,Entire home/apt,325,1,3,3/18/2014,0.04,1,0
407,723842,3670905,Spencer,78701,30.26641,-97.73982,Entire home/apt,1000,4,3,3/13/2019,0.08,1,0
408,723950,3742380,Paola,78702,30.25124,-97.72618,Entire home/apt,99,2,68,4/24/2019,0.91,1,329
409,727593,3769789,Chris,78746,30.29775,-97.78909,Entire home/apt,7000,360,8,4/28/2019,0.11,2,0
410,727662,1192714,Lisa,78704,30.23895,-97.74518,Entire home/apt,238,2,39,5/7/2019,0.49,1,345
411,727715,3771151,Keri,78731,30.3095,-97.75257,Entire home/apt,189,1,61,5/5/2019,0.94,1,362
412,727748,3771301,Anne,78703,30.2952,-97.77236,Entire home/apt,480,2,23,3/14/2019,0.29,1,0
413,728728,3781862,Victoria,78744,30.19596,-97.6953,Private room,26,30,47,4/15/2019,0.62,2,334
414,729271,3787052,Carol,78704,30.23923,-97.76319,Entire home/apt,700,4,8,3/13/2018,0.13,1,0
416,729648,3150671,Chad,78703,30.28906,-97.76802,Entire home/apt,249,2,4,4/28/2019,0.59,2,359
417,731070,3803498,Arnie,78704,30.24347,-97.75295,Entire home/apt,600,3,18,4/28/2019,0.33,1,365
418,733161,3046603,Adriana,78733,30.28923,-97.88375,Entire home/apt,200,10,2,4/26/2015,0.04,1,87
419,733203,3820555,Justin&Becca,78702,30.2707,-97.72865,Entire home/apt,1000,2,189,4/28/2019,2.37,2,327
420,733965,3787962,Deena,78722,30.28457,-97.71333,Entire home/apt,119,2,141,4/28/2019,2.78,1,43
422,734488,1863846,Jd,78702,30.27837,-97.70631,Entire home/apt,2000,1,1,3/19/2017,0.04,1,0
424,735226,3835150,Jeremy,78704,30.25244,-97.74407,Entire home/apt,59,90,3,8/1/2013,0.04,1,255
427,736238,3842518,Tanya,78723,30.29283,-97.7024,Entire home/apt,250,2,46,6/4/2018,0.61,1,302
428,736279,3842544,Laura,78727,30.41456,-97.72319,Private room,68,30,9,2/20/2019,0.13,1,203
429,738513,1813134,Eryn,78702,30.27401,-97.71044,Private room,54,2,31,5/5/2019,0.46,3,78
430,738553,1813134,Eryn,78702,30.27439,-97.70982,Private room,115,2,7,10/7/2018,0.11,3,83
431,742593,2862517,Robert,78751,30.31124,-97.73064,Entire home/apt,300,3,52,5/8/2019,0.69,2,340
434,746317,1840480,Scott And Sally,78704,30.25851,-97.76986,Entire home/apt,225,4,49,4/17/2019,0.65,9,227
436,747499,3924382,Phillip,78703,30.27875,-97.75517,Entire home/apt,262,3,57,4/26/2019,0.72,1,345
437,750767,3920067,Martha,78703,30.27573,-97.75487,Entire home/apt,94,30,21,3/29/2019,0.28,1,365
438,750935,3948329,James,78702,30.26947,-97.72772,Private room,300,2,22,8/5/2018,0.29,1,347
439,751847,487072,Greg & Amanda,78757,30.3605,-97.7255,Entire home/apt,179,30,101,4/16/2019,1.67,10,260
440,752739,3959374,Eddie,78702,30.26513,-97.71605,Entire home/apt,300,3,13,7/6/2017,0.21,1,0
441,755676,422239,Cristina,78702,30.2562,-97.72457,Entire home/apt,79,2,282,5/2/2019,3.73,3,91
442,758470,1348968,Sailing,78704,30.2459,-97.75277,Private room,135,1,8,4/14/2019,0.11,3,358
443,758675,3827132,James,78704,30.24354,-97.74737,Entire home/apt,70,30,24,10/25/2018,0.31,1,312
445,761955,11762795,Mandi,78704,30.2466,-97.78334,Entire home/apt,1000,7,7,3/13/2017,0.1,2,365
446,762400,1795217,Stan,78703,30.27829,-97.75604,Entire home/apt,745,2,107,5/5/2019,1.42,2,339
447,763084,4022974,Mary K.,78703,30.29604,-97.77188,Entire home/apt,1999,3,1,3/11/2014,0.02,1,365
448,765098,1708289,Laura,78704,30.2484,-97.74063,Entire home/apt,150,5,17,10/26/2016,0.22,1,347
450,765450,4035868,Carolyn,78756,30.32168,-97.73784,Entire home/apt,235,1,104,5/5/2019,4.07,1,348
451,771066,4067807,Jason,78741,30.23567,-97.71267,Entire home/apt,185,4,7,3/22/2015,0.12,1,0
452,771437,4070275,Daniel,78745,30.22356,-97.7843,Private room,100,1,7,10/22/2017,0.16,1,0
453,772452,1798491,Blaine & Rachel,78741,30.2305,-97.73961,Entire home/apt,400,1,17,3/14/2018,0.23,3,365
455,776313,4094351,Patrick,78731,30.34368,-97.76246,Entire home/apt,1299,2,13,9/21/2015,0.21,1,362
456,776649,1101753,John & Tina,78704,30.24373,-97.74025,Entire home/apt,795,2,51,4/29/2019,0.68,1,203
457,776713,15176,Charlie,78745,30.21224,-97.78449,Entire home/apt,100,3,81,4/15/2019,1.08,1,195
459,779936,617885,Nick,78702,30.25696,-97.73006,Entire home/apt,1950,6,2,3/13/2014,0.03,3,365
460,780224,974631,Austin,78701,30.26605,-97.74131,Entire home/apt,195,1,133,4/14/2019,1.72,11,68
461,781716,880571,Angel,78704,30.24408,-97.76197,Entire home/apt,125,30,336,4/28/2019,4.34,10,283
462,783943,2374829,John,78741,30.22564,-97.69151,Private room,60,2,20,8/22/2015,0.25,5,365
463,785270,513142,Madge,78723,30.29087,-97.7017,Entire home/apt,85,2,119,7/16/2018,1.51,1,10
465,785963,4143759,Katy & Rick,78704,30.24778,-97.76287,Entire home/apt,100,1,53,5/5/2019,0.84,1,355
466,787463,2374829,John,78741,30.22397,-97.68973,Private room,60,1,1,9/1/2015,0.02,5,365
470,793345,4174649,Sunny,78730,30.37719,-97.8066,Entire home/apt,999,3,3,3/17/2019,0.04,1,359
471,799135,2227467,Agnies,78704,30.23401,-97.76499,Entire home/apt,99,20,3,2/28/2016,0.04,1,0
472,801521,4218754,Jana,78704,30.23307,-97.76086,Entire home/apt,120,2,75,5/6/2019,0.98,2,307
473,811086,419707,Julia,78701,30.27485,-97.74969,Entire home/apt,338,1,7,4/28/2019,0.69,3,0
474,813709,578211,Pete,78751,30.30212,-97.72901,Entire home/apt,97,5,41,3/17/2019,0.54,9,278
475,814908,2762526,Moya,78704,30.25243,-97.77387,Entire home/apt,1300,3,56,4/28/2019,0.72,1,275
476,815310,4283326,Annette,78751,30.31799,-97.71706,Entire home/apt,1250,4,4,5/22/2018,0.1,1,365
477,819386,4303621,Val,78702,30.25519,-97.70916,Entire home/apt,789,4,2,3/24/2015,0.03,1,0
478,820139,4307740,Nancy,78722,30.28557,-97.72051,Private room,58,14,142,4/28/2019,1.89,1,193
479,825940,3922483,Max,78704,30.24015,-97.77633,Private room,58,2,31,3/11/2019,0.41,1,10
480,826750,3584580,Katherine,78726,30.4443,-97.82519,Entire home/apt,259,3,18,3/17/2019,0.49,3,126
481,830896,1925259,Carmen,78741,30.2429,-97.72577,Private room,199,3,8,3/14/2018,0.1,1,364
482,842382,1732819,Jared,78701,30.26392,-97.74009,Entire home/apt,349,2,51,4/28/2019,0.8,1,282
483,846780,4421865,Tina,78704,30.25262,-97.77083,Entire home/apt,145,2,158,5/5/2019,2.06,1,345
484,850518,3354999,Mollie,78702,30.26348,-97.7202,Entire home/apt,150,2,62,3/24/2019,0.83,1,38
485,860116,4504611,J L,78704,30.25199,-97.77812,Entire home/apt,400,3,7,12/20/2018,0.09,1,173
486,860402,4506424,Abby,78701,30.27092,-97.74683,Entire home/apt,100,30,4,1/28/2019,0.06,1,362
487,860792,4432914,Janine,78704,30.26083,-97.76213,Entire home/apt,650,2,29,3/13/2019,0.39,1,353
488,864954,974631,Austin,78701,30.26607,-97.74292,Entire home/apt,395,1,127,4/21/2019,1.67,11,42
489,867123,3468228,Jules & Lance,78702,30.25093,-97.72231,Entire home/apt,100,2,51,4/13/2019,0.67,2,167
490,867806,245617,Peter,78756,30.33193,-97.74269,Entire home/apt,85,30,3,3/19/2016,0.07,1,164
491,868560,4555015,Francis,78702,30.25548,-97.7317,Entire home/apt,375,2,6,3/14/2019,0.08,1,364
492,878464,4160337,Amenity,78702,30.27651,-97.71919,Entire home/apt,500,2,3,3/14/2019,0.04,1,0
493,879070,582827,Troy,78731,30.32056,-97.7495,Private room,59,2,146,5/5/2019,1.95,2,173
495,882057,4666615,Christy,78704,30.25714,-97.7569,Entire home/apt,620,2,24,3/13/2018,0.32,1,10
496,883802,880571,Angel,78702,30.27204,-97.72384,Private room,75,2,262,4/25/2019,3.44,10,322
497,883970,4681431,Susan,78704,30.24575,-97.748,Entire home/apt,155,2,13,3/16/2019,0.3,1,251
498,887228,4703319,Marc,78704,30.25051,-97.77129,Entire home/apt,525,2,2,10/11/2016,0.03,1,133
499,890163,4725234,Roman & Andrea,78702,30.25326,-97.72617,Entire home/apt,179,2,90,5/9/2019,1.64,2,57
500,890188,14156,Amy,78704,30.2601,-97.76518,Entire home/apt,1800,3,3,3/11/2019,0.05,2,180
501,890680,3757314,Kathy,78704,30.25266,-97.78441,Entire home/apt,495,2,4,5/21/2017,0.05,1,365
502,892124,4740421,Dan & Erin,78704,30.24617,-97.76967,Entire home/apt,119,2,121,5/5/2019,1.61,1,352
503,894743,3539325,Garret,78704,30.23429,-97.75383,Entire home/apt,109,30,45,4/10/2019,0.6,3,255
504,895352,3701946,Kristin,78702,30.28087,-97.70546,Entire home/apt,600,3,6,3/14/2018,0.08,1,0
505,899946,4804726,Ariel,78702,30.26648,-97.71475,Entire home/apt,165,2,26,5/27/2018,0.35,1,0
506,900372,423474,Crystal,78741,30.24334,-97.73184,Private room,300,2,3,3/15/2016,0.05,1,364
507,904033,4744041,Cj,78702,30.27512,-97.71497,Entire home/apt,800,2,2,2/22/2019,0.07,2,365
508,904197,4835562,Paula,78702,30.25383,-97.72425,Entire home/apt,450,2,4,3/18/2017,0.06,1,180
509,904354,1772568,David,78702,30.26069,-97.72331,Entire home/apt,650,2,159,4/22/2019,2.12,1,291
510,905360,1163788,Olivia,78702,30.27961,-97.71591,Entire home/apt,179,3,153,5/5/2019,2.04,6,141
511,908424,4868171,Bill,78704,30.24684,-97.7446,Entire home/apt,495,3,9,5/28/2018,0.14,1,266
512,909000,3364679,Russ,78704,30.25353,-97.79133,Entire home/apt,520,4,4,3/15/2017,0.06,1,365
513,910250,4882441,Valentina,78704,30.2612,-97.76586,Entire home/apt,115,3,33,3/12/2019,0.44,2,276
514,910696,4885519,Meredith,78704,30.24619,-97.73733,Entire home/apt,350,4,8,10/10/2016,0.11,1,0
516,911955,4893298,Mary,78704,30.25163,-97.76862,Entire home/apt,155,2,268,4/8/2019,3.53,4,180
517,912847,4899051,Chad,78701,30.2646,-97.74006,Entire home/apt,699,2,172,5/13/2019,2.72,1,333
518,914067,1268944,Will,78723,30.29182,-97.70518,Entire home/apt,248,2,24,4/30/2019,0.38,1,45
519,915082,4912146,Deacon,78704,30.23855,-97.75454,Entire home/apt,135,2,73,5/12/2019,0.98,5,140
520,915150,4912454,Ishrat,78702,30.2672,-97.71609,Entire home/apt,300,2,8,3/17/2019,0.11,2,201
522,917823,4918228,Kevin,78757,30.36243,-97.71927,Entire home/apt,70,2,14,5/12/2019,3.26,1,48
523,917932,4929310,Ryan,78701,30.26595,-97.74144,Entire home/apt,349,1,181,4/15/2019,2.39,25,297
524,918204,4094761,Laura,78704,30.2358,-97.77793,Entire home/apt,129,2,198,5/11/2019,3.14,2,318
527,919389,2061620,Cecilia,78702,30.25222,-97.71364,Entire home/apt,185,2,44,3/31/2019,0.59,2,39
528,920034,4943630,Paul,78751,30.29928,-97.73025,Entire home/apt,135,3,88,5/6/2019,1.74,2,279
529,920038,4943630,Paul,78751,30.30048,-97.73025,Entire home/apt,500,3,21,3/25/2019,0.41,2,138
530,921018,2176883,Raina & Aaron,78702,30.26746,-97.73127,Entire home/apt,575,2,6,3/12/2019,0.08,1,10
532,923150,3521167,Ann,78757,30.34779,-97.72614,Entire home/apt,225,2,5,3/11/2019,0.07,1,359
